ID	Nomoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
218115_at	9.48	7.31	4.49	0.0001	0.0081	ASF1B	anti-silencing function 1B histone chaperone
226059_at	7.36	5.72	3.11	0.0001	0.0081	TOMM40L	translocase of outer mitochondrial membrane 40 homolog (yeast)-like
203278_s_at	8.26	9.81	-2.93	0.0001	0.0081	PHF21A	PHD finger protein 21A
204427_s_at	8.09	9.92	-3.55	0.0001	0.0081	TMED2	transmembrane p24 trafficking protein 2
205928_at	9.15	7.61	2.92	0.0001	0.0081	ZNF443	zinc finger protein 443
212256_at	8.6	6.61	3.96	0.0001	0.0081	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
230875_s_at	8.02	5.92	4.31	0.0001	0.0081	ATP11A	ATPase, class VI, type 11A
242225_at	5.56	7.13	-2.97	0.0001	0.0081		
200783_s_at	10.69	9.05	3.13	0.0002	0.0081	STMN1	stathmin 1
1566558_x_at	7.68	5.93	3.36	0.0002	0.0081	BAIAP2-AS1	BAIAP2 antisense RNA 1 (head to head)
220688_s_at	10.13	8.38	3.36	0.0002	0.0082	MRTO4	MRT4 homolog, ribosome maturation factor
235694_at	8.6	6.95	3.14	0.0002	0.0082	TCFL5	transcription factor-like 5 (basic helix-loop-helix)
201340_s_at	8.21	6.3	3.75	0.0002	0.0082	ENC1	ectodermal-neural cortex 1 (with BTB domain)
202926_at	7.93	9.48	-2.92	0.0002	0.0082	NBAS	neuroblastoma amplified sequence
225957_at	6.08	8.6	-5.73	0.0002	0.0082	CREBRF	CREB3 regulatory factor
1557961_s_at	7.36	4.14	9.29	0.0002	0.0082	C8orf88	chromosome 8 open reading frame 88
209034_at	9.05	10.68	-3.1	0.0002	0.0082	PNRC1	proline-rich nuclear receptor coactivator 1
202067_s_at	7.53	9.12	-3.02	0.0002	0.0082	LDLR	low density lipoprotein receptor
223240_at	7.44	9.25	-3.51	0.0002	0.0082	FBXO8	F-box protein 8
218641_at	8.4	6.72	3.22	0.0002	0.0082	C11orf95	chromosome 11 open reading frame 95
236170_x_at	5.68	4.14	2.92	0.0002	0.0082	LOC101930085	uncharacterized LOC101930085
213647_at	8.67	6.76	3.76	0.0002	0.0082	DNA2	DNA replication helicase/nuclease 2
235203_at	7.17	5.03	4.4	0.0002	0.0083		
214011_s_at	11.38	9.44	3.84	0.0002	0.0083	NOP16	NOP16 nucleolar protein
217763_s_at	9.91	7.82	4.26	0.0002	0.0083	RAB31	RAB31, member RAS oncogene family
201586_s_at	11.71	8.7	8.07	0.0002	0.0083	SFPQ	splicing factor proline/glutamine-rich
202153_s_at	10.7	9.07	3.09	0.0002	0.0083	NUP62	nucleoporin 62kDa
208499_s_at	6.65	8.57	-3.78	0.0002	0.0083	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3
208829_at	9.32	7.69	3.09	0.0002	0.0083	TAPBP	TAP binding protein (tapasin)
214858_at	7.37	5.8	2.97	0.0002	0.0083	PP14571	uncharacterized LOC100130449
218880_at	7.15	8.91	-3.38	0.0002	0.0083	FOSL2	FOS-like antigen 2
225220_at	11.84	13.42	-2.98	0.0002	0.0083	SNHG8	small nucleolar RNA host gene 8
225435_at	9.88	11.43	-2.92	0.0002	0.0083	SSR1	signal sequence receptor, alpha
227717_at	6.11	8.02	-3.77	0.0002	0.0083	ARHGEF37	Rho guanine nucleotide exchange factor 37
1557257_at	4.19	6.71	-5.72	0.0002	0.0083	BCL10	B-cell CLL/lymphoma 10
219502_at	8.46	6.9	2.95	0.0002	0.0084	NEIL3	nei-like DNA glycosylase 3
203234_at	6.4	7.97	-2.95	0.0002	0.0084	UPP1	uridine phosphorylase 1
205282_at	7.63	5.65	3.94	0.0002	0.0084	LRP8	LDL receptor related protein 8
1555461_at	6.39	4.79	3.03	0.0002	0.0084	TXNL4A	thioredoxin-like 4A
203332_s_at	5.75	7.46	-3.28	0.0002	0.0084	INPP5D	inositol polyphosphate-5-phosphatase D
209216_at	8.33	9.89	-2.95	0.0002	0.0084	WDR45	WD repeat domain 45
1555952_at	8.21	6.62	3	0.0002	0.0084	SLC19A1	solute carrier family 19 (folate transporter), member 1
229997_at	10.48	8.78	3.25	0.0002	0.0084	VANGL1	VANGL planar cell polarity protein 1
217823_s_at	9.16	11.2	-4.13	0.0002	0.0084	UBE2J1	ubiquitin-conjugating enzyme E2, J1
217853_at	9.44	7.53	3.76	0.0002	0.0084	TNS3	tensin 3
229134_at	7.13	5.59	2.9	0.0002	0.0085	VANGL1	VANGL planar cell polarity protein 1
204348_s_at	9.35	11.43	-4.23	0.0002	0.0085	AK4	adenylate kinase 4
38037_at	5.95	8.51	-5.92	0.0002	0.0085	HBEGF	heparin-binding EGF-like growth factor
201867_s_at	8.49	6.69	3.47	0.0002	0.0085	TBL1X	transducin (beta)-like 1X-linked
222439_s_at	11.17	9.4	3.42	0.0002	0.0085	THRAP3	thyroid hormone receptor associated protein 3
224156_x_at	8.5	6.97	2.9	0.0002	0.0085	IL17RB	interleukin 17 receptor B
205968_at	8.58	6.87	3.26	0.0002	0.0085	KCNS3	potassium voltage-gated channel, modifier subfamily S, member 3
200755_s_at	10.49	12.04	-2.94	0.0002	0.0085	CALU	calumenin
201844_s_at	10.02	11.62	-3.03	0.0002	0.0085	RYBP	RING1 and YY1 binding protein
223982_s_at	9.38	11.65	-4.84	0.0002	0.0085	PNPLA8	patatin-like phospholipase domain containing 8
235331_x_at	6.01	8.07	-4.17	0.0002	0.0085	PCGF5	polycomb group ring finger 5
201349_at	12.02	10.27	3.37	0.0002	0.0086	SLC9A3R1	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1
231927_at	5.26	6.89	-3.09	0.0002	0.0086	ATF6	activating transcription factor 6
1553106_at	6.24	4.19	4.17	0.0002	0.0086	C5orf24	chromosome 5 open reading frame 24
1554242_a_at	7.13	5.41	3.29	0.0002	0.0086	COCH	cochlin
228328_at	8.49	10.34	-3.63	0.0002	0.0086	KLHL28	kelch-like family member 28
1568618_a_at	10.97	9.41	2.93	0.0002	0.0086	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
218719_s_at	8.54	6.98	2.95	0.0002	0.0086	GINS3	GINS complex subunit 3 (Psf3 homolog)
228745_at	5.95	8.45	-5.65	0.0002	0.0086	SGTB	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta
200862_at	10.55	8.87	3.18	0.0002	0.0087	DHCR24	24-dehydrocholesterol reductase
201005_at	12.94	11.21	3.33	0.0002	0.0087	CD9	CD9 molecule
202130_at	9.51	11.56	-4.13	0.0002	0.0087	RIOK3	RIO kinase 3
205807_s_at	10.46	11.99	-2.88	0.0002	0.0087	TUFT1	tuftelin 1
209605_at	10.79	9.25	2.92	0.0002	0.0087	TST	thiosulfate sulfurtransferase (rhodanese)
210165_at	6.13	7.77	-3.11	0.0002	0.0087	DNASE1	deoxyribonuclease I
210616_s_at	10.01	11.53	-2.87	0.0002	0.0087	SEC31A	SEC31 homolog A, COPII coat complex component
212028_at	10.03	8.5	2.9	0.0002	0.0087	RBM25	RNA binding motif protein 25
213135_at	9.09	7.14	3.88	0.0002	0.0087	TIAM1	T-cell lymphoma invasion and metastasis 1
213682_at	10.74	9.06	3.21	0.0002	0.0087	NUP50	nucleoporin 50kDa
219010_at	9.31	7.65	3.16	0.0002	0.0087	C1orf106	chromosome 1 open reading frame 106
220177_s_at	6.59	4.8	3.47	0.0002	0.0087	TMPRSS3	transmembrane protease, serine 3
221503_s_at	9.44	7.62	3.52	0.0002	0.0087	KPNA3	karyopherin alpha 3 (importin alpha 4)
222006_at	8.16	6.65	2.85	0.0002	0.0087	LETM1	leucine zipper-EF-hand containing transmembrane protein 1
223363_at	10.98	9.26	3.3	0.0002	0.0087	PSMG3	proteasome (prosome, macropain) assembly chaperone 3
223541_at	6.87	5.35	2.86	0.0002	0.0087	HAS3	hyaluronan synthase 3
226712_at	8.64	10.15	-2.86	0.0002	0.0087	SSR1	signal sequence receptor, alpha
227231_at	5.83	4.31	2.86	0.0002	0.0087	KIAA1211	KIAA1211
231875_at	8.76	6.91	3.61	0.0002	0.0087	KIF21A	kinesin family member 21A
231968_at	10.03	11.56	-2.87	0.0002	0.0087	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
235926_at	6.19	7.7	-2.85	0.0002	0.0087	ANAPC5	anaphase promoting complex subunit 5
238151_at	5.18	6.7	-2.86	0.0002	0.0087		
232369_at	6.33	8.34	-4	0.0002	0.0087		
218039_at	10.73	8.82	3.77	0.0002	0.0087	NUSAP1	nucleolar and spindle associated protein 1
223570_at	8.54	6.72	3.54	0.0002	0.0087	MCM10	minichromosome maintenance 10 replication initiation factor
202183_s_at	9.65	8.1	2.93	0.0002	0.0087	KIF22	kinesin family member 22
204995_at	5.56	4.05	2.85	0.0002	0.0087	CDK5R1	cyclin-dependent kinase 5, regulatory subunit 1 (p35)
228260_at	6.6	4.74	3.62	0.0002	0.0087	ELAVL2	ELAV like neuron-specific RNA binding protein 2
203126_at	9.21	7.67	2.91	0.0002	0.0087	IMPA2	inositol(myo)-1(or 4)-monophosphatase 2
223075_s_at	10.76	9.25	2.84	0.0002	0.0087	AIF1L	allograft inflammatory factor 1-like
210562_at	5.65	4.08	2.99	0.0002	0.0087	GREB1	growth regulation by estrogen in breast cancer 1
214845_s_at	8.14	9.69	-2.94	0.0002	0.0087	CALU	calumenin
222495_at	10.21	12.06	-3.59	0.0002	0.0087	TMEM167B	transmembrane protein 167B
227290_at	9.49	7.88	3.05	0.0002	0.0087	CDYL2	chromodomain protein, Y-like 2
239834_at	8.15	6.35	3.48	0.0002	0.0087		
212021_s_at	10	7.56	5.44	0.0002	0.0088	MKI67	marker of proliferation Ki-67
223202_s_at	8.58	7.07	2.85	0.0002	0.0088	LOC101928589; TMEM164	uncharacterized LOC101928589; transmembrane protein 164
209140_x_at	9.26	10.76	-2.84	0.0002	0.0088	HLA-B	major histocompatibility complex, class I, B
210312_s_at	9.48	11	-2.88	0.0002	0.0089	IFT20	intraflagellar transport 20
1557258_a_at	5.36	7.54	-4.56	0.0002	0.0089	BCL10	B-cell CLL/lymphoma 10
237025_at	4.88	6.42	-2.9	0.0002	0.0089		
208908_s_at	8.74	10.24	-2.84	0.0002	0.0089	CAST	calpastatin
227177_at	6.89	5.37	2.86	0.0002	0.0089	CORO2A	coronin, actin binding protein, 2A
202690_s_at	11.18	9.67	2.84	0.0002	0.0089	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
230179_at	6.6	5.03	2.98	0.0002	0.0090	LOC285812	uncharacterized LOC285812
202149_at	9.2	6.9	4.92	0.0002	0.0090	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
208425_s_at	7.29	8.79	-2.83	0.0002	0.0090	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
223540_at	7.54	9.16	-3.07	0.0002	0.0090	PVRL4	poliovirus receptor-related 4
226982_at	5.19	7.01	-3.53	0.0002	0.0090	ELL2	elongation factor, RNA polymerase II, 2
204827_s_at	7.12	5.35	3.42	0.0002	0.0090	CCNF	cyclin F
225961_at	9.17	7.57	3.03	0.0002	0.0090	KLHL42	kelch-like family member 42
200737_at	12.11	13.87	-3.38	0.0002	0.0091	PGK1	phosphoglycerate kinase 1
218108_at	10.84	8.9	3.83	0.0002	0.0091	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
200916_at	11.56	10.07	2.82	0.0002	0.0091	TAGLN2	transgelin 2
200890_s_at	9.64	11.58	-3.85	0.0002	0.0092	SSR1	signal sequence receptor, alpha
209604_s_at	13.62	12.12	2.83	0.0002	0.0092	GATA3	GATA binding protein 3
218567_x_at	10.44	8.78	3.15	0.0002	0.0092	DPP3	dipeptidyl-peptidase 3
222385_x_at	8.84	10.35	-2.84	0.0002	0.0092	SEC61A1	Sec61 translocon alpha 1 subunit
210596_at	8.49	10.29	-3.46	0.0002	0.0092	MAGT1	magnesium transporter 1
223388_s_at	6.93	8.43	-2.81	0.0002	0.0092	ZFYVE1	zinc finger, FYVE domain containing 1
224559_at	7.42	8.92	-2.82	0.0002	0.0092	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
232002_at	5.86	7.36	-2.84	0.0002	0.0092		
238228_at	7.68	9.3	-3.08	0.0002	0.0092	COG3	component of oligomeric golgi complex 3
235728_at	7.06	5.54	2.87	0.0002	0.0092	LOC105376798; ZFP3	uncharacterized LOC105376798; ZFP3 zinc finger protein
201190_s_at	9.66	8.17	2.81	0.0002	0.0092	PITPNA	phosphatidylinositol transfer protein, alpha
225079_at	12.7	10.28	5.36	0.0002	0.0092	EMP2	epithelial membrane protein 2
223789_s_at	5.08	6.57	-2.81	0.0002	0.0092	GTPBP2	GTP binding protein 2
202679_at	10.15	11.65	-2.83	0.0002	0.0092	NPC1	Niemann-Pick disease, type C1
218696_at	9.06	11.21	-4.43	0.0002	0.0092	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3
201101_s_at	10.6	8.93	3.18	0.0002	0.0092	BCLAF1	BCL2-associated transcription factor 1
206861_s_at	9.18	10.7	-2.86	0.0002	0.0092	CGGBP1	CGG triplet repeat binding protein 1
200945_s_at	11.2	12.74	-2.92	0.0002	0.0092	SEC31A	SEC31 homolog A, COPII coat complex component
223001_at	11.66	13.27	-3.07	0.0002	0.0093	OSTC	oligosaccharyltransferase complex subunit (non-catalytic)
242787_at	8.64	6.34	4.92	0.0002	0.0093		
228652_at	8.59	6.93	3.16	0.0002	0.0093	ZNF776	zinc finger protein 776
202620_s_at	10.83	12.59	-3.38	0.0002	0.0093	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
225432_s_at	8.27	6.7	2.98	0.0002	0.0093	CSRP2BP	CSRP2 binding protein
205345_at	9.82	7.84	3.94	0.0002	0.0094	BARD1	BRCA1 associated RING domain 1
209203_s_at	8	5.66	5.04	0.0002	0.0094	BICD2	bicaudal D homolog 2 (Drosophila)
227741_at	10.27	8.52	3.36	0.0002	0.0094	HACD2	3-hydroxyacyl-CoA dehydratase 2
201036_s_at	10.15	8.62	2.89	0.0002	0.0094	HADH	hydroxyacyl-CoA dehydrogenase
201544_x_at	11.07	9.3	3.4	0.0002	0.0094	BCL2L2-PABPN1; PABPN1	BCL2L2-PABPN1 readthrough; poly(A) binding protein, nuclear 1
209284_s_at	10.12	8.63	2.82	0.0002	0.0094	FAM208A	family with sequence similarity 208, member A
209852_x_at	10.11	8.58	2.89	0.0002	0.0094	PSME3	proteasome activator subunit 3
213344_s_at	9.2	7.28	3.78	0.0002	0.0094	H2AFX	H2A histone family, member X
213480_at	8.09	10.09	-4	0.0002	0.0094	VAMP4	vesicle associated membrane protein 4
223773_s_at	9.77	11.31	-2.91	0.0002	0.0094	SNHG12	small nucleolar RNA host gene 12
225805_at	6.63	5.13	2.83	0.0002	0.0094	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
228308_at	7.49	9.07	-2.98	0.0002	0.0094	FKBP11	FK506 binding protein 11
230136_at	7.83	6.01	3.54	0.0002	0.0094		
230205_at	6.86	8.39	-2.88	0.0002	0.0094	ZNF561	zinc finger protein 561
234992_x_at	7.49	6.01	2.79	0.0002	0.0094	ECT2	epithelial cell transforming 2
235473_at	6.42	8	-2.98	0.0002	0.0094		
235545_at	7.39	5.58	3.51	0.0002	0.0094	DEPDC1	DEP domain containing 1
243395_at	7.05	8.59	-2.91	0.0002	0.0094		
1560013_at	4.61	6.1	-2.79	0.0002	0.0094	LOC102724985; PDXDC1	pyridoxal-dependent decarboxylase domain-containing protein 1; pyridoxal-dependent decarboxylase domain containing 1
240549_at	4.79	6.42	-3.09	0.0002	0.0094	NRSN2-AS1	NRSN2 antisense RNA 1
1553179_at	8.59	5.83	6.75	0.0002	0.0094	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
212798_s_at	8.26	9.76	-2.83	0.0002	0.0094	ANKMY2	ankyrin repeat and MYND domain containing 2
218449_at	8.63	10.17	-2.9	0.0002	0.0095	UFSP2	UFM1-specific peptidase 2
201299_s_at	8.41	6.93	2.78	0.0002	0.0095	MOB1A	MOB kinase activator 1A
203612_at	9.91	8.36	2.93	0.0002	0.0095	BYSL	bystin-like
209122_at	9.23	11.76	-5.78	0.0002	0.0095	PLIN2	perilipin 2
217911_s_at	11.34	9.85	2.81	0.0002	0.0095	BAG3	BCL2-associated athanogene 3
221311_x_at	7.67	6.06	3.05	0.0002	0.0095	LYRM2	LYR motif containing 2
227388_at	10.45	8.93	2.88	0.0002	0.0095	TUSC1	tumor suppressor candidate 1
1553602_at	9.07	7.6	2.77	0.0002	0.0095	MUCL1	mucin-like 1
218268_at	8.56	10.04	-2.78	0.0002	0.0095	TBC1D15	TBC1 domain family, member 15
216074_x_at	7.94	6.39	2.93	0.0002	0.0095	WWC1	WW and C2 domain containing 1
244370_at	4.03	5.74	-3.27	0.0002	0.0096	KIAA2022	KIAA2022
222753_s_at	10.41	11.92	-2.85	0.0002	0.0096	SPCS3	signal peptidase complex subunit 3
202863_at	6.1	7.58	-2.78	0.0002	0.0096	SP100	SP100 nuclear antigen
209344_at	10.79	9.31	2.79	0.0002	0.0096	TPM4	tropomyosin 4
201609_x_at	10.17	8.68	2.81	0.0002	0.0096	ICMT	isoprenylcysteine carboxyl methyltransferase
201657_at	7.42	9.15	-3.32	0.0002	0.0096	ARL1	ADP-ribosylation factor like GTPase 1
215548_s_at	9.18	10.77	-3.01	0.0002	0.0096	SCFD1	sec1 family domain containing 1
206307_s_at	7.59	9.14	-2.92	0.0002	0.0097	FOXD1	forkhead box D1
202469_s_at	11.33	9.86	2.78	0.0002	0.0097	CPSF6	cleavage and polyadenylation specific factor 6
223650_s_at	7.87	9.48	-3.04	0.0002	0.0097	NRBF2	nuclear receptor binding factor 2
1555920_at	7.17	5.45	3.3	0.0002	0.0097	CBX3	chromobox homolog 3
212599_at	6.13	4.66	2.76	0.0002	0.0097	AUTS2	autism susceptibility candidate 2
203023_at	9.56	7.72	3.58	0.0002	0.0097	NOP16	NOP16 nucleolar protein
227067_x_at	9.86	8.4	2.76	0.0002	0.0097	LOC100996763; LOC101929796; NBPF14; NBPF19; NOTCH2; NOTCH2NL	notch homolog 2 N-terminal-like protein; neuroblastoma breakpoint family, member 14; neuroblastoma breakpoint family, member 19; notch 2; notch 2 N-terminal like
201129_at	9.8	7.75	4.16	0.0002	0.0097	SRSF7	serine/arginine-rich splicing factor 7
225423_x_at	9.78	8.3	2.8	0.0002	0.0097	MRPL41	mitochondrial ribosomal protein L41
218162_at	7	5.37	3.08	0.0002	0.0097	OLFML3	olfactomedin like 3
238768_at	6.49	4.98	2.85	0.0002	0.0097	C2orf68	chromosome 2 open reading frame 68
213540_at	8.23	9.77	-2.91	0.0002	0.0097	HSD17B8	hydroxysteroid (17-beta) dehydrogenase 8
226583_at	7.37	8.84	-2.77	0.0002	0.0097	C12orf76	chromosome 12 open reading frame 76
231973_s_at	6.43	8.33	-3.73	0.0002	0.0097	ANAPC1	anaphase promoting complex subunit 1
1553613_s_at	9.7	7.58	4.34	0.0002	0.0097	FOXC1	forkhead box C1
200643_at	11.04	12.55	-2.84	0.0002	0.0097	HDLBP	high density lipoprotein binding protein
213913_s_at	9.79	8.27	2.87	0.0002	0.0097	TBC1D30	TBC1 domain family, member 30
241453_at	5.23	6.77	-2.91	0.0002	0.0097	PTK2	protein tyrosine kinase 2
243168_at	5.62	4.15	2.76	0.0002	0.0097		
214459_x_at	10.51	11.97	-2.77	0.0002	0.0097	HLA-C	major histocompatibility complex, class I, C
232983_s_at	6.71	8.29	-2.99	0.0002	0.0097	SERGEF	secretion regulating guanine nucleotide exchange factor
219038_at	8.19	9.66	-2.77	0.0002	0.0097	MORC4	MORC family CW-type zinc finger 4
218782_s_at	10.77	8.58	4.57	0.0002	0.0097	ATAD2	ATPase family, AAA domain containing 2
221988_at	7.09	8.59	-2.84	0.0002	0.0097	SMIM7	small integral membrane protein 7
203608_at	9.12	7.25	3.65	0.0002	0.0097	ALDH5A1	aldehyde dehydrogenase 5 family, member A1
227744_s_at	6.04	4.51	2.88	0.0002	0.0097	HNRNPD	heterogeneous nuclear ribonucleoprotein D
224549_x_at	9.12	7.54	3	0.0002	0.0097		
224899_s_at	12.27	13.82	-2.92	0.0002	0.0097	MAGT1	magnesium transporter 1
200935_at	6.94	8.65	-3.27	0.0002	0.0097	CALR	calreticulin
202324_s_at	10.27	11.99	-3.3	0.0002	0.0097	ACBD3	acyl-CoA binding domain containing 3
243648_at	8.29	6.74	2.93	0.0002	0.0097	ZBED6	zinc finger, BED-type containing 6
201295_s_at	4.27	7.13	-7.24	0.0002	0.0097	WSB1	WD repeat and SOCS box containing 1
225121_at	9.28	10.75	-2.76	0.0002	0.0097	TBC1D23	TBC1 domain family, member 23
226590_at	9.31	7.85	2.75	0.0002	0.0097	ZNF618	zinc finger protein 618
213737_x_at	7.32	8.77	-2.75	0.0002	0.0098	GOLGA8N	golgin A8 family, member N
227212_s_at	9.72	8.13	3.02	0.0002	0.0098	PHF19	PHD finger protein 19
235476_at	8.72	6.66	4.17	0.0002	0.0098	TRIM59	tripartite motif containing 59
224315_at	8.92	7.27	3.15	0.0002	0.0099	DDX20	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20
204745_x_at	10.77	12.38	-3.06	0.0002	0.0099	MT1G	metallothionein 1G
226206_at	9.14	10.6	-2.75	0.0002	0.0099	MAFK	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K
230588_s_at	7	8.75	-3.35	0.0002	0.0099	LOC285074; LOC730268; RMND5A	anaphase promoting complex subunit 1 pseudogene; anaphase-promoting complex subunit 1-like; required for meiotic nuclear division 5 homolog A
218670_at	9.34	7.57	3.42	0.0002	0.0099	PUS1	pseudouridylate synthase 1
227712_at	7.85	6.4	2.74	0.0002	0.0099	LYRM2	LYR motif containing 2
232239_at	7.64	6.19	2.74	0.0002	0.0099	LINC00865	long intergenic non-protein coding RNA 865
212220_at	6.61	5.16	2.74	0.0002	0.0099	PSME4	proteasome activator subunit 4
201578_at	10.27	8.35	3.81	0.0002	0.0099	PODXL	podocalyxin-like
205278_at	5.67	7.16	-2.82	0.0002	0.0099	GAD1	glutamate decarboxylase 1
1569385_s_at	5.95	4.47	2.79	0.0002	0.0099	TET2	tet methylcytosine dioxygenase 2
219522_at	8.65	7.18	2.77	0.0002	0.0100	FJX1	four jointed box 1
207668_x_at	11.88	13.43	-2.93	0.0002	0.0100	PDIA6	protein disulfide isomerase family A, member 6
200659_s_at	10.97	9.52	2.73	0.0002	0.0100	PHB	prohibitin
230448_at	8.38	6.73	3.13	0.0002	0.0100	SLC38A10	solute carrier family 38, member 10
226129_at	10.2	8.51	3.23	0.0002	0.0100	FAM83H	family with sequence similarity 83, member H
203721_s_at	11.93	10.24	3.24	0.0002	0.0100	UTP18	UTP18 small subunit (SSU) processome component
205511_at	5.56	4.11	2.73	0.0002	0.0100	FLJ10038; GABPB1	uncharacterized protein FLJ10038; GA binding protein transcription factor, beta subunit 1
219650_at	8.76	7.08	3.2	0.0002	0.0100	ERCC6L	excision repair cross-complementation group 6-like
208835_s_at	11.03	9.49	2.9	0.0002	0.0100	LUC7L3	LUC7-like 3 pre-mRNA splicing factor
218355_at	9.85	7.67	4.52	0.0002	0.0100	KIF4A	kinesin family member 4A
221746_at	10.25	8.62	3.08	0.0002	0.0100	UBL4A	ubiquitin-like 4A
223209_s_at	11.41	13.17	-3.39	0.0002	0.0100	VIMP	VCP-interacting membrane selenoprotein
212305_s_at	7.89	9.36	-2.77	0.0002	0.0100	MIA3	melanoma inhibitory activity family, member 3
203432_at	10.95	9.01	3.85	0.0002	0.0100	TMPO	thymopoietin
212125_at	7.7	6.24	2.75	0.0002	0.0100	RANGAP1	Ran GTPase activating protein 1
201583_s_at	10.54	12.5	-3.9	0.0002	0.0100	SEC23B	Sec23 homolog B, COPII coat complex component
204962_s_at	10.43	7.56	7.33	0.0002	0.0100	CENPA	centromere protein A
223556_at	10.01	6.55	10.97	0.0002	0.0100	HELLS	helicase, lymphoid-specific
201449_at	6.59	4.83	3.4	0.0002	0.0100	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
224823_at	7.71	5.9	3.51	0.0002	0.0100	MYLK	myosin light chain kinase
226618_at	8.28	6.83	2.73	0.0002	0.0100	UBE2QL1	ubiquitin conjugating enzyme E2Q family-like 1
230700_at	7.62	6.1	2.86	0.0002	0.0100	RTN4RL1	reticulon 4 receptor-like 1
201292_at	10.55	8.67	3.68	0.0002	0.0101	TOP2A	topoisomerase (DNA) II alpha
212543_at	9.31	6.99	4.97	0.0002	0.0101	AIM1	absent in melanoma 1
224925_at	10	8.47	2.9	0.0002	0.0101	PREX1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1
223310_x_at	9.62	11.79	-4.52	0.0002	0.0101	PNPLA8	patatin-like phospholipase domain containing 8
238034_at	7.9	9.75	-3.61	0.0002	0.0101	CANX	calnexin
230387_at	5.43	7.02	-3.01	0.0002	0.0101		
209091_s_at	9.26	10.7	-2.72	0.0002	0.0101	SH3GLB1	SH3-domain GRB2-like endophilin B1
226993_at	8.05	5.98	4.18	0.0002	0.0101	TRIP12	thyroid hormone receptor interactor 12
209285_s_at	7.46	5.81	3.13	0.0002	0.0102	FAM208A	family with sequence similarity 208, member A
241396_at	6.87	8.34	-2.77	0.0002	0.0102	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
1553186_x_at	10.52	8.74	3.43	0.0002	0.0102	RASEF	RAS and EF-hand domain containing
228176_at	11.28	9.74	2.91	0.0002	0.0102	S1PR3	sphingosine-1-phosphate receptor 3
209447_at	6.11	4.67	2.72	0.0002	0.0102	SYNE1	spectrin repeat containing, nuclear envelope 1
215001_s_at	11.81	10.13	3.2	0.0002	0.0102	GLUL	glutamate-ammonia ligase
212520_s_at	8.64	7.18	2.75	0.0002	0.0102	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
223184_s_at	9.48	8.03	2.71	0.0002	0.0102	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
202954_at	11.86	10.31	2.92	0.0002	0.0102	UBE2C	ubiquitin-conjugating enzyme E2C
1552946_at	7.23	5.8	2.71	0.0002	0.0102	ZNF114	zinc finger protein 114
