ID	Normoxia.Avg..log2.	Hypoxia.Avg..log2.	Fold.Change	P.val	FDR.P.val	Gene.Symbol	Description
209486_at	9.93	9.22	1.63	0.0048	0.0381	UTP3	UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)
209488_s_at	8.58	7.39	2.27	9e-04	0.0207	RBPMS	RNA binding protein with multiple splicing
209490_s_at	9.52	8.86	1.58	0.0042	0.0341	PPT2	palmitoyl-protein thioesterase 2
209507_at	11.07	10.12	1.92	0.0015	0.0163	RPA3	replication protein A3
209509_s_at	9.57	10.79	-2.33	0.0011	0.0236	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
209513_s_at	9.65	10.4	-1.68	0.002	0.0197	HSDL2	hydroxysteroid dehydrogenase like 2
209518_at	9.64	9.01	1.55	0.007	0.0498	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
209527_at	8.85	7.6	2.38	6e-04	0.0418	EXOSC2	exosome component 2
209529_at	8.6	7.26	2.53	4e-04	0.0065	PLPP2	phospholipid phosphatase 2
209544_at	7.28	8.15	-1.84	8e-04	0.0102	RIPK2	receptor-interacting serine-threonine kinase 2
209551_at	7.71	9.19	-2.79	4.19e-05	0.0015	YIPF4	Yip1 domain family member 4
209565_at	9.62	10.91	-2.43	7e-04	0.0439	RNF113A	ring finger protein 113A
209566_at	6.99	10.86	-14.63	3.44e-06	0.0089	INSIG2	insulin induced gene 2
209567_at	10.8	9.32	2.79	3e-04	0.0124	RRS1	ribosome biogenesis regulator homolog
209571_at	7.29	8.49	-2.3	1e-04	0.0033	CIR1	corepressor interacting with RBPJ, 1
209578_s_at	7.87	9.2	-2.52	2e-04	0.0044	POFUT2	protein O-fucosyltransferase 2
209587_at	7.51	6.04	2.76	2.58e-05	0.0011	PITX1	paired-like homeodomain 1
209590_at	10.21	9.04	2.25	1e-04	0.0032	BMP7	bone morphogenetic protein 7
209598_at	4.42	5.46	-2.05	0.0047	0.0371	PNMA2	paraneoplastic Ma antigen 2
209602_s_at	12.33	11.06	2.42	0.0011	0.0237	GATA3	GATA binding protein 3
209605_at	10.79	9.25	2.92	2e-04	0.0087	TST	thiosulfate sulfurtransferase (rhodanese)
209628_at	9.44	8.78	1.58	0.0065	0.047	NXT2	nuclear transport factor 2-like export factor 2
209646_x_at	6.74	6.08	1.58	0.005	0.039	ALDH1B1	aldehyde dehydrogenase 1 family, member B1
209667_at	7.67	8.42	-1.68	0.002	0.0197	CES2	carboxylesterase 2
209674_at	9.14	10.52	-2.6	6.58e-05	0.002	CRY1	cryptochrome circadian clock 1
209679_s_at	10.1	8.99	2.16	3e-04	0.005	SMAGP	small cell adhesion glycoprotein
209680_s_at	9.15	7.97	2.27	0.0011	0.0241	KIFC1	kinesin family member C1
209688_s_at	8.7	9.43	-1.65	0.0063	0.0459	CCDC93	coiled-coil domain containing 93
209691_s_at	6.26	5.48	1.72	0.0031	0.0273	DOK4	docking protein 4
209696_at	11.38	10.44	1.92	0.0019	0.0191	FBP1	fructose-1,6-bisphosphatase 1
209706_at	7.04	5.49	2.91	2.02e-05	0.001	NKX3-1	NK3 homeobox 1
209710_at	9.23	7.8	2.69	5e-04	0.0158	GATA2	GATA binding protein 2
209714_s_at	10.61	9.21	2.64	8e-04	0.0201	CDKN3	cyclin-dependent kinase inhibitor 3
209723_at	6.22	5.09	2.19	2e-04	0.0034	SERPINB9	serpin peptidase inhibitor, clade B (ovalbumin), member 9
209724_s_at	8.12	7.22	1.86	8e-04	0.01	ZBTB14	zinc finger and BTB domain containing 14
209725_at	8.41	6.58	3.54	5.76e-05	0.0054	UTP20	UTP20 small subunit (SSU) processome component
209729_at	8.3	7.17	2.19	2e-04	0.0037	GAS2L1	growth arrest-specific 2 like 1
209731_at	8.96	7.74	2.32	8e-04	0.0199	NTHL1	nth-like DNA glycosylase 1
209741_x_at	5.98	7.55	-2.95	1.8e-05	9e-04	SCAPER	S-phase cyclin A-associated protein in the ER
209780_at	10.12	7.76	5.11	5e-04	0.0151	PHTF2	putative homeodomain transcription factor 2
209787_s_at	10.33	11.11	-1.72	0.0018	0.0183	HMGN4	high mobility group nucleosomal binding domain 4
209797_at	10.08	9.02	2.08	0.0019	0.0327	CNPY2	canopy FGF signaling regulator 2
209800_at	5.77	7.08	-2.46	6e-04	0.0174	KRT16	keratin 16, type I
209804_at	7.86	7.19	1.59	0.0037	0.0314	DCLRE1A	DNA cross-link repair 1A
209806_at	10.96	9.97	1.99	0.0029	0.0433	HIST1H2BK	histone cluster 1, H2bk
209814_at	10.25	11.25	-1.99	6e-04	0.0086	ZNF330	zinc finger protein 330
209820_s_at	8.64	8.01	1.55	0.0055	0.0416	TBL3	transducin (beta)-like 3
209822_s_at	7.53	9.77	-4.72	3.26e-06	4e-04	VLDLR	very low density lipoprotein receptor
209824_s_at	8.3	9.16	-1.82	9e-04	0.0112	ARNTL	aryl hydrocarbon receptor nuclear translocator-like
209838_at	8.06	8.86	-1.74	0.002	0.0199	COPS2	COP9 signalosome subunit 2
209863_s_at	6.83	5.73	2.14	0.0025	0.039	TP63	tumor protein p63
209864_at	8.87	7.89	1.97	4e-04	0.0065	FRAT2	frequently rearranged in advanced T-cell lymphomas 2
209891_at	8.9	6.22	6.39	3.33e-07	1e-04	SPC25	SPC25, NDC80 kinetochore complex component
209903_s_at	9.72	8.39	2.51	0.0022	0.0362	ATR	ATR serine/threonine kinase
209909_s_at	5.36	4.01	2.54	4.69e-05	0.0016	TGFB2	transforming growth factor beta 2
209921_at	9.19	11.59	-5.28	3.78e-05	0.0177	SLC7A11	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11
209935_at	6.99	8.02	-2.04	3e-04	0.0051	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1
209946_at	6.9	8.61	-3.28	3e-04	0.0115	VEGFC	vascular endothelial growth factor C
209984_at	7.57	9.17	-3.03	5.52e-05	0.0018	KDM4C	lysine (K)-specific demethylase 4C
209988_s_at	8.93	4.94	15.87	3.8e-06	0.0021	ASCL1	achaete-scute family bHLH transcription factor 1
210002_at	7.72	9.01	-2.45	6.65e-05	0.002	GATA6	GATA binding protein 6
210021_s_at	6.09	5.45	1.55	0.005	0.0389	CCNO	cyclin O
210026_s_at	9.24	7.64	3.03	8e-04	0.0454	CARD10	caspase recruitment domain family, member 10
210046_s_at	11.44	12.15	-1.64	0.0026	0.0245	IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial
210052_s_at	10.99	9	3.97	1e-04	0.0073	TPX2	TPX2, microtubule-associated
210095_s_at	8.21	12.32	-17.32	5.63e-08	8.15e-05	IGFBP3	insulin like growth factor binding protein 3
210105_s_at	7.11	9.14	-4.08	3.06e-05	0.0041	FYN	FYN proto-oncogene, Src family tyrosine kinase
210111_s_at	10.61	11.47	-1.82	8e-04	0.0106	KLHDC10	kelch domain containing 10
210114_at	6.77	7.77	-2	0.0029	0.026	INVS	inversin
210125_s_at	12.06	10.94	2.17	0.0016	0.0301	BANF1	barrier to autointegration factor 1
210132_at	8.26	8.86	-1.52	0.0067	0.0483	EFNA3	ephrin-A3
210138_at	4.25	5.63	-2.61	0.0011	0.0235	RGS20	regulator of G-protein signaling 20
210139_s_at	11.33	8.78	5.86	8.88e-06	0.0026	PMP22	peripheral myelin protein 22
210174_at	7.07	4.56	5.67	1.09e-05	0.0028	NR5A2	nuclear receptor subfamily 5, group A, member 2
210189_at	6.42	5.77	1.57	0.0069	0.0493	HSPA1L	heat shock 70kDa protein 1-like
210239_at	8.31	7.25	2.07	0.003	0.0438	IRX5	iroquois homeobox 5
210243_s_at	9.87	10.59	-1.64	0.004	0.033	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3
210260_s_at	7.66	9.04	-2.6	2e-04	0.0044	TNFAIP8	tumor necrosis factor, alpha-induced protein 8
210261_at	4.43	3.73	1.63	0.0036	0.0304	KCNK2	potassium channel, two pore domain subfamily K, member 2
210290_at	7.38	5.34	4.11	1e-04	0.0072	ZNF174	zinc finger protein 174
210312_s_at	9.48	11	-2.88	2e-04	0.0089	IFT20	intraflagellar transport 20
210319_x_at	6.64	5.22	2.67	3e-04	0.0109	MSX2	msh homeobox 2
210367_s_at	8.12	6.39	3.33	1e-04	0.0071	PTGES	prostaglandin E synthase
210447_at	5.85	3.9	3.86	4.25e-06	4e-04	GLUD2	glutamate dehydrogenase 2
210473_s_at	8.81	7.19	3.08	2e-04	0.0295	ADGRA3	adhesion G protein-coupled receptor A3
210512_s_at	9.16	11.45	-4.89	5.97e-05	0.0483	VEGFA	vascular endothelial growth factor A
210534_s_at	7.14	8.3	-2.25	0.0026	0.0405	B9D1	B9 protein domain 1
210587_at	4.23	8.25	-16.21	6.86e-06	0.0025	INHBE	inhibin beta E
210624_s_at	10.44	11.28	-1.79	0.0011	0.0129	ILVBL	ilvB (bacterial acetolactate synthase)-like
210640_s_at	8.62	7.54	2.11	0.0022	0.0217	GPER1	G protein-coupled estrogen receptor 1
210683_at	4.8	4.1	1.62	0.0032	0.0283	NRTN	neurturin
210697_at	4.82	3.98	1.79	0.0013	0.0144	ZNF257	zinc finger protein 257
210705_s_at	5.7	7.2	-2.83	0.0011	0.0494	TRIM5	tripartite motif containing 5
210740_s_at	12.19	10.49	3.25	4.28e-05	0.0015	ITPK1	inositol-tetrakisphosphate 1-kinase
210792_x_at	10.85	9.91	1.92	0.0033	0.0469	SIVA1	SIVA1, apoptosis-inducing factor
210813_s_at	6.36	7.08	-1.64	0.0039	0.0324	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4
210845_s_at	6.41	7.91	-2.83	3e-04	0.0331	PLAUR	plasminogen activator, urokinase receptor
210846_x_at	6.77	6.06	1.63	0.0028	0.0255	TRIM14	tripartite motif containing 14
210879_s_at	7.4	8.43	-2.04	0.0023	0.0373	RAB11FIP5	RAB11 family interacting protein 5 (class I)
210907_s_at	11.53	12.18	-1.57	0.005	0.039	PDCD10	programmed cell death 10
210962_s_at	9.51	10.77	-2.39	7.85e-05	0.0022	AKAP9	A kinase (PRKA) anchor protein 9
210970_s_at	10.16	11.87	-3.28	1.3e-05	8e-04	IBTK	inhibitor of Bruton agammaglobulinemia tyrosine kinase
210996_s_at	11.34	10.72	1.54	0.0064	0.0464	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon
211071_s_at	7.72	6.93	1.72	0.0015	0.0163	MLLT11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11
211116_at	6.6	5.46	2.2	0.001	0.0225	SLC9A2	solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2
211168_s_at	10.19	9.54	1.57	0.0043	0.0349	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)
211202_s_at	10.98	12.03	-2.07	6e-04	0.0081	KDM5B	lysine (K)-specific demethylase 5B
211296_x_at	14.07	14.72	-1.57	0.0043	0.035	UBC	ubiquitin C
211297_s_at	10.21	11.51	-2.47	7e-04	0.018	CDK7	cyclin-dependent kinase 7
211343_s_at	3.88	5.19	-2.48	2e-04	0.0036	COL13A1	collagen, type XIII, alpha 1
211421_s_at	9.48	5.92	11.82	3.98e-05	0.0177	RET	ret proto-oncogene
211432_s_at	7.93	7.12	1.76	0.0022	0.0211	TYRO3	TYRO3 protein tyrosine kinase
211456_x_at	10.76	12.17	-2.66	1e-04	0.0027	MT1HL1	metallothionein 1H-like 1
211464_x_at	8.67	7.38	2.44	1e-04	0.0029	CASP6	caspase 6
211518_s_at	8.06	9.52	-2.75	6.61e-06	0.0037	BMP4	bone morphogenetic protein 4
211538_s_at	8.27	5.32	7.7	2.25e-06	0.0019	HSPA2	heat shock 70kDa protein 2
211548_s_at	6.22	4.97	2.38	0.0032	0.0456	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
211576_s_at	9.5	7.39	4.31	2.11e-05	0.0035	SLC19A1	solute carrier family 19 (folate transporter), member 1
211662_s_at	12.14	12.75	-1.53	0.0063	0.0459	VDAC2	voltage-dependent anion channel 2
211698_at	9.39	8.67	1.64	0.0041	0.0338	EID1	EP300 interacting inhibitor of differentiation 1
211707_s_at	8.65	9.74	-2.13	2e-04	0.0046	IQCB1	IQ motif containing B1
211716_x_at	9.5	8.62	1.84	0.0026	0.0241	ARHGDIA	Rho GDP dissociation inhibitor (GDI) alpha
211721_s_at	6.17	5.13	2.05	9.94e-05	0.0232	ZNF551	zinc finger protein 551
211724_x_at	9.31	10.12	-1.75	0.0013	0.0144	MIOS	missing oocyte, meiosis regulator, homolog (Drosophila)
211762_s_at	13.75	12.7	2.07	7e-04	0.0097	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)
211811_s_at	5.41	4.62	1.73	0.0018	0.0187	PCDHA6	protocadherin alpha 6
211938_at	12.22	12.86	-1.56	0.0047	0.0373	EIF4B	eukaryotic translation initiation factor 4B
211950_at	9.66	10.38	-1.65	0.0039	0.0325	UBR4	ubiquitin protein ligase E3 component n-recognin 4
211967_at	10.97	12.29	-2.51	1e-04	0.0031	TMEM123	transmembrane protein 123
211974_x_at	11.46	12.39	-1.9	8e-04	0.0107	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
211984_at	11.82	9.7	4.36	2.55e-05	0.0037	CALM1; CALM2	calmodulin 1 (phosphorylase kinase, delta); calmodulin 2 (phosphorylase kinase, delta)
211986_at	9.75	11.07	-2.5	5.18e-05	0.0017	AHNAK	AHNAK nucleoprotein
211994_at	9.36	10.13	-1.7	0.0025	0.0238	WNK1	WNK lysine deficient protein kinase 1
212006_at	9.96	10.85	-1.85	7e-04	0.0095	UBXN4	UBX domain protein 4
212017_at	10.98	11.75	-1.7	0.0033	0.0285	FAM168B	family with sequence similarity 168, member B
212023_s_at	9.28	7.29	3.98	2.92e-05	0.004	MKI67	marker of proliferation Ki-67
212034_s_at	9.39	8.54	1.79	0.0015	0.0159	EXOC7	exocyst complex component 7
212038_s_at	11.56	12.34	-1.72	0.0029	0.0264	VDAC1	voltage-dependent anion channel 1
212043_at	10.77	8.76	4.02	2.69e-06	4e-04	TGOLN2	trans-golgi network protein 2
212048_s_at	11.25	11.96	-1.63	0.007	0.0498	YARS	tyrosyl-tRNA synthetase
212061_at	6.59	5.88	1.63	0.0027	0.0249	U2SURP	U2 snRNP-associated SURP domain containing
212063_at	7.87	7.12	1.68	0.0034	0.0292	CD44	CD44 molecule (Indian blood group)
212071_s_at	9.82	10.52	-1.62	0.005	0.039	SPTBN1	spectrin, beta, non-erythrocytic 1
212074_at	10.3	10.96	-1.58	0.0043	0.0348	SUN1	Sad1 and UNC84 domain containing 1
212088_at	11.02	10	2.04	0.0022	0.0363	PMPCA	peptidase (mitochondrial processing) alpha
212094_at	7.55	6.31	2.37	6e-04	0.0167	PEG10	paternally expressed 10
212110_at	9.17	10.41	-2.36	2e-04	0.0036	SLC39A14	solute carrier family 39 (zinc transporter), member 14
212111_at	8.8	9.71	-1.88	6e-04	0.0084	STX12	syntaxin 12
212120_at	9.97	11.58	-3.04	6e-04	0.04	RHOQ	ras homolog family member Q
212124_at	11.49	10.13	2.56	7.38e-05	0.0022	ZMIZ1	zinc finger, MIZ-type containing 1
212126_at	10	8.11	3.7	4e-04	0.0069	CBX5	chromobox homolog 5
212127_at	9.66	8.06	3.04	1e-04	0.0075	RANGAP1	Ran GTPase activating protein 1
212135_s_at	7.6	6.7	1.86	0.001	0.0121	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
212137_at	11.57	10.91	1.58	0.0045	0.0363	LARP1	La ribonucleoprotein domain family, member 1
212148_at	9.06	6.08	7.91	1e-04	0.0072	PBX1	pre-B-cell leukemia homeobox 1
212163_at	9.83	10.48	-1.57	0.0048	0.0377	KIDINS220	kinase D-interacting substrate 220kDa
212180_at	10.56	11.69	-2.19	3e-04	0.0047	CRKL	v-crk avian sarcoma virus CT10 oncogene homolog-like
212184_s_at	10.19	10.89	-1.62	0.0034	0.0295	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2
212185_x_at	11.68	13.17	-2.81	4.35e-05	0.0016	MT2A	metallothionein 2A
212186_at	9.45	8.72	1.65	0.0025	0.0238	ACACA	acetyl-CoA carboxylase alpha
212199_at	11.53	10.87	1.58	0.0043	0.0346	MRFAP1L1	Morf4 family associated protein 1-like 1
212200_at	8.42	7.11	2.47	0.0011	0.024	ANKLE2	ankyrin repeat and LEM domain containing 2
212202_s_at	9.05	10.11	-2.08	3e-04	0.005	TMEM87A	transmembrane protein 87A
212206_s_at	8.62	7.02	3.03	5e-04	0.0075	H2AFV	H2A histone family, member V
212218_s_at	8.09	6.92	2.25	9e-04	0.0205	FASN	fatty acid synthase
212222_at	8	8.81	-1.76	0.0043	0.0347	PSME4	proteasome activator subunit 4
212230_at	6.13	7.47	-2.54	0.0022	0.0356	PLPP3	phospholipid phosphatase 3
212233_at	5.88	9.27	-10.51	2.86e-06	0.0019	MAP1B	microtubule associated protein 1B
212235_at	8.85	6.92	3.82	5e-04	0.0146	PLXND1	plexin D1
212239_at	9.84	7.38	5.52	8.53e-05	0.0063	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)
212245_at	9.78	10.9	-2.18	2e-04	0.0035	MCFD2	multiple coagulation factor deficiency 2
212256_at	8.6	6.74	3.62	1.1e-05	7e-04	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
212287_at	9.48	8.83	1.57	0.0046	0.0366	SUZ12	SUZ12 polycomb repressive complex 2 subunit
212289_at	7.48	8.73	-2.36	8.47e-05	0.0024	ANKRD12	ankyrin repeat domain 12
212295_s_at	11.31	12.22	-1.88	7e-04	0.0096	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
212298_at	8.87	8	1.83	0.0016	0.0169	NRP1	neuropilin 1
212310_at	5.64	6.46	-1.76	0.002	0.0201	MIA3	melanoma inhibitory activity family, member 3
212320_at	12.78	11.34	2.73	0.001	0.0222	TUBB	tubulin, beta class I
212327_at	5.16	7.14	-3.96	7.01e-06	6e-04	LIMCH1	LIM and calponin homology domains 1
212330_at	11.57	9.77	3.49	4e-04	0.0142	TFDP1	transcription factor Dp-1
212334_at	10.94	11.81	-1.83	0.0012	0.0135	GNS	glucosamine (N-acetyl)-6-sulfatase
212339_at	8.12	6.83	2.44	5e-04	0.0152	EPB41L1	erythrocyte membrane protein band 4.1-like 1
212345_s_at	9.72	11.35	-3.11	3e-04	0.0321	CREB3L2	cAMP responsive element binding protein 3-like 2
212352_s_at	12.25	13.21	-1.94	5e-04	0.0072	TMED10	transmembrane p24 trafficking protein 10
212353_at	9.18	8.04	2.21	2e-04	0.0041	SULF1	sulfatase 1
212359_s_at	7.28	8.04	-1.7	0.0043	0.0347	ZSWIM8	zinc finger, SWIM-type containing 8
212360_at	9.13	9.91	-1.71	0.0018	0.0183	AMPD2	adenosine monophosphate deaminase 2
212361_s_at	8.62	9.79	-2.25	0.0014	0.0277	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
212366_at	6.67	8.79	-4.34	3e-04	0.0115	ZNF292	zinc finger protein 292
212367_at	9.8	10.56	-1.7	0.0018	0.0183	FEM1B	fem-1 homolog b (C. elegans)
212371_at	9.45	10.28	-1.78	0.0011	0.0126	DESI2	desumoylating isopeptidase 2
212378_at	9.47	8.16	2.47	0.0036	0.05	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
212380_at	8.29	7.59	1.62	0.0063	0.0462	CMTR1	cap methyltransferase 1
212390_at	6.73	7.66	-1.9	5e-04	0.0079	LOC100996724; PDE4DIP	phosphodiesterase 4D interacting protein-like; phosphodiesterase 4D interacting protein
212399_s_at	9.93	10.86	-1.92	5e-04	0.0076	VGLL4	vestigial-like family member 4
212408_at	11.46	12.17	-1.63	0.0035	0.0303	TOR1AIP1	torsin A interacting protein 1
212412_at	10.54	9.24	2.47	0.0011	0.0239	PDLIM5	PDZ and LIM domain 5
212429_s_at	10.45	9.79	1.58	0.006	0.0444	GTF3C2	general transcription factor IIIC subunit 2
212430_at	7.93	7.3	1.55	0.0055	0.0418	RBM38	RNA binding motif protein 38
212434_at	11.06	11.91	-1.8	0.0023	0.0222	GRPEL1	GrpE-like 1, mitochondrial (E. coli)
212437_at	8.8	6.93	3.65	1e-04	0.0078	CENPB	centromere protein B
212440_at	10.25	11.01	-1.69	0.0026	0.024	SNRNP27	small nuclear ribonucleoprotein, U4/U6.U5 27kDa subunit
212443_at	7.02	6.21	1.75	0.0032	0.0278	NBEAL2	neurobeachin like 2
212456_at	10.39	9.43	1.94	9e-04	0.0109	CLUH	clustered mitochondria (cluA/CLU1) homolog
212461_at	12.36	13.05	-1.62	0.0033	0.0284	AZIN1	antizyme inhibitor 1
212465_at	10.83	11.48	-1.57	0.0051	0.0394	SETD3	SET domain containing 3
212483_at	8.01	8.83	-1.76	0.0034	0.0296	NIPBL	Nipped-B homolog (Drosophila)
212496_s_at	8.65	9.91	-2.39	2e-04	0.0034	KDM4B	lysine (K)-specific demethylase 4B
212500_at	9.79	9.01	1.72	0.0019	0.0194	ADO	2-aminoethanethiol (cysteamine) dioxygenase
212501_at	12.07	13.09	-2.03	3e-04	0.0059	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta
212506_at	10.53	11.19	-1.58	0.0054	0.0412	PICALM	phosphatidylinositol binding clathrin assembly protein
212508_at	10.37	9.17	2.3	0.0021	0.0355	MOAP1	modulator of apoptosis 1
212509_s_at	8.74	9.83	-2.13	5e-04	0.0071	MXRA7	matrix-remodelling associated 7
212510_at	10.66	11.81	-2.22	2e-04	0.004	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
212522_at	8.97	7.7	2.41	0.0018	0.0324	PDE8A	phosphodiesterase 8A
212523_s_at	8.08	7.16	1.89	8e-04	0.0099	SPIDR	scaffolding protein involved in DNA repair
212530_at	9.51	10.3	-1.73	0.0015	0.0163	NEK7	NIMA-related kinase 7
212535_at	8.82	10.01	-2.27	2e-04	0.0045	MEF2A	myocyte enhancer factor 2A
212538_at	6.83	5.74	2.13	0.0014	0.0277	DOCK9	dedicator of cytokinesis 9
212541_at	9.61	8.65	1.94	0.0036	0.0495	FLAD1	flavin adenine dinucleotide synthetase 1
212542_s_at	8.55	9.21	-1.58	0.0057	0.0427	PHIP	pleckstrin homology domain interacting protein
212556_at	9.94	9.26	1.59	0.0068	0.0486	SCRIB	scribbled planar cell polarity protein
212557_at	8.48	9.57	-2.13	2e-04	0.0044	ZNF451	zinc finger protein 451
212558_at	7.04	9.37	-5.01	3.71e-05	0.0177	SPRY1	sprouty RTK signaling antagonist 1
212559_at	7.53	6.38	2.23	0.0013	0.0147	PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta
212560_at	5.87	7.4	-2.89	7e-04	0.018	SORL1	sortilin-related receptor, L(DLR class) A repeats containing
212561_at	9.61	10.49	-1.84	8e-04	0.0102	DENND5A	DENN/MADD domain containing 5A
212563_at	9.63	7.65	3.93	1e-04	0.007	BOP1	block of proliferation 1
212566_at	10.26	11.28	-2.03	0.0023	0.0376	MAP4	microtubule associated protein 4
212573_at	9.01	7.72	2.44	6.55e-05	0.002	ENDOD1	endonuclease domain containing 1
212591_at	10.3	11.22	-1.88	0.0012	0.0137	ARID4B; RBM34	AT rich interactive domain 4B (RBP1-like); RNA binding motif protein 34
212599_at	6.13	4.81	2.49	1e-04	0.0032	AUTS2	autism susceptibility candidate 2
212600_s_at	12.06	12.7	-1.57	0.005	0.0388	UQCRC2	ubiquinol-cytochrome c reductase core protein II
212611_at	8	7.13	1.83	0.0023	0.0217	DTX4	deltex 4, E3 ubiquitin ligase
212612_at	10.13	10.96	-1.78	0.0012	0.0135	RCOR1	REST corepressor 1
212614_at	10.78	9.84	1.92	5e-04	0.0078	ARID5B	AT rich interactive domain 5B (MRF1-like)
212615_at	7.12	8.03	-1.88	9e-04	0.0112	CHD9	chromodomain helicase DNA binding protein 9
212621_at	8.77	7.4	2.59	0.0025	0.0396	NEMP1	nuclear envelope integral membrane protein 1
212622_at	9.43	11.34	-3.76	2e-04	0.0313	TMEM41B	transmembrane protein 41B
212632_at	8.59	9.64	-2.07	0.0022	0.0214	STX7	syntaxin 7
212633_at	8.9	10.09	-2.29	1e-04	0.0028	UFL1	UFM1-specific ligase 1
212635_at	8.48	9.19	-1.64	0.0027	0.0247	TNPO1	transportin 1
212642_s_at	8	8.72	-1.64	0.0047	0.0373	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
212647_at	7.73	9.01	-2.42	8e-04	0.0198	RRAS	related RAS viral (r-ras) oncogene homolog
212651_at	7.29	6.04	2.39	9e-04	0.0217	RHOBTB1	Rho-related BTB domain containing 1
212657_s_at	5.72	6.44	-1.65	0.0027	0.025	IL1RN	interleukin 1 receptor antagonist
212658_at	9.36	10.65	-2.45	0.0021	0.0355	LHFPL2	lipoma HMGIC fusion partner-like 2
212660_at	9.77	7.07	6.49	3.06e-07	1e-04	JADE2	jade family PHD finger 2
212665_at	9.15	10.5	-2.54	1.8e-05	0.0069	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase
212675_s_at	7.84	6.07	3.42	8.27e-06	6e-04	CEP68	centrosomal protein 68kDa
212685_s_at	9.74	10.66	-1.89	0.0016	0.0167	TBL2	transducin (beta)-like 2
212686_at	9.22	8.34	1.83	9e-04	0.0112	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent, 1H
212689_s_at	9.03	12.48	-10.91	9.19e-07	0.0013	KDM3A	lysine (K)-specific demethylase 3A
212691_at	9.15	8.45	1.63	0.0041	0.0336	NUP188	nucleoporin 188kDa
212724_at	11.05	12.22	-2.26	0.0028	0.0418	RND3	Rho family GTPase 3
212753_at	9.01	5.04	15.65	9.38e-07	0.0013	PCGF3	polycomb group ring finger 3
212779_at	9	9.95	-1.94	5e-04	0.0073	KIAA1109	KIAA1109
212787_at	10.56	8.33	4.7	1.57e-05	0.0031	YLPM1	YLP motif containing 1
212789_at	9.29	8.37	1.9	6e-04	0.008	NCAPD3	non-SMC condensin II complex subunit D3
212791_at	7.83	6.62	2.32	0.0011	0.0494	C1orf216	chromosome 1 open reading frame 216
212792_at	8.13	6.98	2.22	0.0046	0.0367	DPY19L1	dpy-19-like 1 (C. elegans)
212796_s_at	7.49	6.75	1.68	0.0049	0.0381	TBC1D2B	TBC1 domain family, member 2B
212798_s_at	8.26	9.76	-2.83	2e-04	0.0094	ANKMY2	ankyrin repeat and MYND domain containing 2
212814_at	8.2	8.94	-1.66	0.0025	0.0234	AHCYL2	adenosylhomocysteinase-like 2
212815_at	9.68	10.83	-2.23	5e-04	0.0076	ASCC3	activating signal cointegrator 1 complex subunit 3
212830_at	9.09	7.07	4.06	3.39e-05	0.0042	MEGF9	multiple EGF-like-domains 9
212836_at	9.42	8.3	2.18	2e-04	0.0037	POLD3	polymerase (DNA-directed), delta 3, accessory subunit
212838_at	9.06	7.67	2.62	4.26e-05	0.0015	DNMBP	dynamin binding protein
212841_s_at	6.6	8.5	-3.73	1e-04	0.0262	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)
212845_at	8.81	10.54	-3.33	8.39e-06	6e-04	SAMD4A	sterile alpha motif domain containing 4A
212846_at	11.03	9.69	2.52	6e-04	0.0168	RRP1B	ribosomal RNA processing 1B
